"Identifier"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Synonym"	"GSD_type"	"Sex_chromosome_karyotype"	"Size_difference"	"Larger_chromosome"	"Size_note"	"GSD_note"	"GSD_reference"	"TSD_type"	"TSD_type_detailed"	"Low_temperature_sex"	"Low_temperature_threshold"	"Intermediate_temperature_sex"	"High_temperature_sex"	"High_temperature_threshold"	"Thermal_sex_reversal_proven"	"TSD_note"	"TSD_reference"	"Sex_reversal_in_nature"	"Sex_reversal_reference"	"Polyploid"	"Polyploid_reference"	"Other_note"	"GSD_info_curated_by"	"TSD_info_curated_by"	"Taxonomy_reference"
"hsdA1.604"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus merriami"		"XX/XY"	"identified"				"microchromosomes"	"[52]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.605"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus mucronatus"		"complex XX/XY"	"identified"				"X1X2Y"	"[127]"																"Tree of Sex database"		"[383]"
"hsdA1.606"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus nelsoni"		"XX/XY"	"identified"					"[47]"																"Tree of Sex database"		"[383]"
"hsdA1.607"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus orcutti"		"XX/XY"	"identified"					"[125]"																"Tree of Sex database"		"[383]"
"hsdA1.608"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus ornatus"		"complex XX/XY"	"identified"				"X1X2Y"	"[126]"																"Tree of Sex database"		"[383]"
"hsdA1.609"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus palaciosi"		"complex XX/XY"	"identified"				"X1X2Y"	"[203]"																"Tree of Sex database"		"[383]"
"hsdA1.610"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus poinsettii"		"complex XX/XY"	"identified"				"X1X2Y"	"[49]"																"Tree of Sex database"		"[383]"
"hsdA1.611"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus pyrocephalus"		"XX/XY"	"identified"					"[47]"																"Tree of Sex database"		"[383]"
"hsdA1.612"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus scalaris"		"XX/XY"	"identified"					"[48]"																"Tree of Sex database"		"[383]"
"hsdA1.613"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus serrifer"	"Sceloporus (cyanogenys) serrifer"	"complex XX/XY"	"identified"				"X1X2Y"	"[128]"																"Tree of Sex database"		"[383]"
"hsdA1.614"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus siniferus"		"XX/XY"	"identified"					"[127]"																"Tree of Sex database"		"[383]"
"hsdA1.615"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus spinosus"		"XX/XY"	"identified"					"[127]"																"Tree of Sex database"		"[383]"
"hsdA1.616"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus torquatus"		"XX/XY"	"identified"					"[127]"																"Tree of Sex database"		"[383]"
"hsdA1.617"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus undulatus"		"XX/XY"	"identified"	"yes"				"[292]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.618"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus uniformis"		"XX/XY"	"identified"					"[104]"																"Tree of Sex database"		"[383]"
"hsdA1.619"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus variabilis"		"XX/XY"	"identified"					"[127], [304]"																"EN, Tree of Sex database"		"[383]"
"hsdA2.1"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Sceloporus"	"Sceloporus utiformis"		"XX/XY"	"identified"	"yes"	"X"		"microchromosomes"	"[52]"																"EN"		"[383]"
"hsdA1.620"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Uma"	"Uma inornata"		"XX/XY"	"identified"					"[186]"																"Tree of Sex database"		"[383]"
"hsdA1.621"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Uta"	"Uta nolascensis"		"XX/XY"	"identified"					"[276]"																"Tree of Sex database"		"[383]"
"hsdA1.622"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Uta"	"Uta palmeri"		"XX/XY"	"identified"					"[276]"																"Tree of Sex database"		"[383]"
"hsdA1.623"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Uta"	"Uta squamata"		"XX/XY"	"identified"					"[276]"																"Tree of Sex database"		"[383]"
"hsdA1.624"	"Reptilia"	"Squamata"	"Phrynosomatidae"	"Uta"	"Uta stansburiana"		"XX/XY"	"identified"					"[276]"																"Tree of Sex database"		"[383]"
"hsdA1.625"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Phyllodactylus"	"Phyllodactylus lanei"		"ZW/ZZ"	"identified"					"[239]"																"Tree of Sex database"		"[383]"
"hsdA1.626"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Phyllodactylus"	"Phyllodactylus wirshingi"		"ZW/ZZ"						"[250]"																"EN"		"[383]"
"hsdA1.627"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Tarentola"	"Tarentola angustimentalis"									"TSD uncertain"	"TSD uncertain"							"no data available (Viets et al. cite an 1985 German paper)"	"[391]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.628"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Tarentola"	"Tarentola annularis"									"TSD uncertain"	"TSD uncertain"							"no data available (Viets et al. cite an 1985 German paper)"	"[391]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.629"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Tarentola"	"Tarentola boettgeri"									"TSD uncertain"	"TSD uncertain"							"The only info given in the paper is: ""only females (N=23) were produced at 28 and 30 degrees Celsius"""	"[391]"							"EN, VB, Tree of Sex database"	"[383]"
"hsdA1.630"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Tarentola"	"Tarentola delalandii"									"TSD uncertain"	"TSD uncertain"							"no data available (Viets et al. cite an 1985 German paper)"	"[391]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.631"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Tarentola"	"Tarentola gomerensis"									"TSD uncertain"	"TSD uncertain"							"no data available (Viets et al. cite an 1985 German paper)"	"[391]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.632"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Tarentola"	"Tarentola mauritanica"									"MF ?"	"M?-F"				"female"	"27"		"Only 2 survived at 25 degrees Celsius, both males. Female bias at 28 degrees Celsius (94.4% female, survival: 19 out of 21) and 30 degrees Celsius (all females, survival: 7 out of 21; Marques et al 2022). The only info given in Viets et al (1994) was: ""only females (N=33) were produced at 27, 29, and 30 degrees Celsius."""	"[221], [391]"							"EN, VB, Tree of Sex database"	"[383]"
"hsdA1.633"	"Reptilia"	"Squamata"	"Phyllodactylidae"	"Thecadactylus"	"Thecadactylus rapicauda"		"ZW/ZZ"	"identified"	"yes"	"W"	"Z is much smaller"		"[89], [338]"																"VB"		"[383]"
"hsdA1.634"	"Reptilia"	"Squamata"	"Polychrotidae"	"Polychrus"	"Polychrus acutirostris"		"complex XX/XY"	"identified"				"X1X2Y"	"[273]"																"Tree of Sex database"		"[383]"
"hsdA1.635"	"Reptilia"	"Squamata"	"Polychrotidae"	"Polychrus"	"Polychrus marmoratus"		"complex XX/XY"	"identified"				"X1X2Y"	"[107]"																"Tree of Sex database"		"[383]"
"hsdA1.636"	"Reptilia"	"Squamata"	"Polychrotidae"	"Polychrus"	"Polychrus peruvianus"		"complex XX/XY"	"identified"				"X1X2Y"	"[106]"																"Tree of Sex database"		"[383]"
"hsdA1.637"	"Reptilia"	"Squamata"	"Psammophiidae"	"Malpolon"	"Malpolon insignitus"		"ZW/ZZ"					"based on relative gene dosage"	"[308]"																"EN"		"[383]"
"hsdA1.638"	"Reptilia"	"Squamata"	"Pseudoxyrhophiidae"	"Leioheterodon"	"Leioheterodon madagascariensis"		"ZW/ZZ"					"based on relative gene dosage"	"[308]"																"EN"		"[383]"
"hsdA1.639"	"Reptilia"	"Squamata"	"Pygopodidae"	"Aprasia"	"Aprasia parapulchella"		"XX/XY"	"identified"					"[11], [299], [307]"																"EN"		"[383]"
"hsdA1.640"	"Reptilia"	"Squamata"	"Pygopodidae"	"Delma"	"Delma butleri"		"XX/XY"						"[11], [175]"																"EN"		"[383]"
"hsdA1.641"	"Reptilia"	"Squamata"	"Pygopodidae"	"Delma"	"Delma inornata"		"XX/XY"	"identified"	"yes"	"Y"			"[172]"																"Tree of Sex database"		"[383]"
"hsdA1.642"	"Reptilia"	"Squamata"	"Pygopodidae"	"Lialis"	"Lialis burtonis"		"complex XX/XY"	"identified"				"X1X1X2X2 / X1X2Y"	"[11], [101], [299]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.643"	"Reptilia"	"Squamata"	"Pygopodidae"	"Lialis"	"Lialis jicari"		"XX/XY"					"X1X1X2X2 / X1X2Y"	"[11], [299], [307]"																"EN"		"[383]"
"hsdA1.644"	"Reptilia"	"Squamata"	"Pygopodidae"	"Pygopus"	"Pygopus nigriceps"		"XX/XY"						"[11], [299]"																"EN"		"[383]"
"hsdA1.645"	"Reptilia"	"Squamata"	"Pythonidae"	"Python"	"Python bivittatus"		"XX/XY"						"[88]"																"EN"		"[383]"
"hsdA1.646"	"Reptilia"	"Squamata"	"Pythonidae"	"Python"	"Python regius"		"XX/XY"						"[10]"																"VB"		"[383]"
"hsdA1.647"	"Reptilia"	"Squamata"	"Scincidae"	"Acritoscincus"	"Acritoscincus duperreyi"	"Bassiana duperreyi"	"XX/XY"	"identified"					"[349]"	"MF ?"	"M-E"	"male"	"17"	"even"	"even?"		"yes"	"23 degrees Celsius was the highest temperature tested  (ca. 44% males, N.S.)."	"[350]"	"XX males"	"[63]"				"Tree of Sex database"	"EN, VB, Tree of Sex database"	"[383]"
"hsdA1.648"	"Reptilia"	"Squamata"	"Scincidae"	"Carinascincus"	"Carinascincus ocellatus"	"Niveoscincus ocellatus"	"XX/XY"	"homomorphic"					"[137], [138]"	"MF ?"	"M-E"	"male"	"29.5"	"even"	"even?"		"yes"	"Viviparous, proportion of XX males was negligible at 33  degrees Celsius (the only 'high' temperature tested), see Fig 1b. TSD may operate in lowland but not highland populations"	"[139]"						"VB"	"EN, VB, Tree of Sex database"	"[383]"
"hsdA1.649"	"Reptilia"	"Squamata"	"Scincidae"	"Dasia"	"Dasia olivacea"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.650"	"Reptilia"	"Squamata"	"Scincidae"	"Emoia"	"Emoia nigra"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.651"	"Reptilia"	"Squamata"	"Scincidae"	"Eulamprus"	"Eulamprus heatwolei"		"XX/XY"						"[54]"	"TSD uncertain"	"TSD uncertain"							"Although this species is cited by several papers as having TSD, the only supporting evidence is a personal communication that ""sex ratio is skewed when females are given very limited basking opportunities"" (D. Allsop)"	"[202]"						"VB"	"VB, Tree of Sex database"	"[383]"
"hsdA1.652"	"Reptilia"	"Squamata"	"Scincidae"	"Eulamprus"	"Eulamprus tympanum"									"FM ?"	"F?-M"			"even"	"male"	"30"		"viviparous; 25 degrees Celsius yielded even sex ratios, lower temperatures were not tested"	"[294]"							"EN, VB, Tree of Sex database"	"[383]"
"hsdA1.653"	"Reptilia"	"Squamata"	"Scincidae"	"Eutropis"	"Eutropis multifasciata"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.654"	"Reptilia"	"Squamata"	"Scincidae"	"Liopholis"	"Liopholis whitii"	"Egernia whitii"	"XX/XY"						"[30]"																"VB"		"[383]"
"hsdA1.655"	"Reptilia"	"Squamata"	"Scincidae"	"Mabuya"	"Mabuya mabouya"	"Mabuya mabouya mabouya"	"XX/XY"	"identified"					"[25]"																"Tree of Sex database"		"[383]"
"hsdA1.656"	"Reptilia"	"Squamata"	"Scincidae"	"Oligosoma"	"Oligosoma oliveri"	"Cyclodina oliveri"	"XX/XY"	"identified"					"[132]"																"Tree of Sex database"		"[383]"
"hsdA1.657"	"Reptilia"	"Squamata"	"Scincidae"	"Pseudemoia"	"Pseudemoia baudini"	"Claireascincus baudinii"	"XX/XY"	"identified"					"[146]"																"Tree of Sex database"		"[383]"
"hsdA1.658"	"Reptilia"	"Squamata"	"Scincidae"	"Pseudemoia"	"Pseudemoia cryodroma"	"Claireascincus cryodroma"	"XX/XY"	"identified"					"[146]"																"Tree of Sex database"		"[383]"
"hsdA1.659"	"Reptilia"	"Squamata"	"Scincidae"	"Pseudemoia"	"Pseudemoia entrecasteauxii"	"Claireascincus entrecasteauxii"	"XX/XY"	"identified"					"[146]"																"Tree of Sex database"		"[383]"
"hsdA1.660"	"Reptilia"	"Squamata"	"Scincidae"	"Pseudemoia"	"Pseudemoia pagenstecheri"	"Claireascincus pagenstecheri"	"XX/XY"	"identified"					"[146]"																"Tree of Sex database"		"[383]"
"hsdA1.661"	"Reptilia"	"Squamata"	"Scincidae"	"Pseudemoia"	"Pseudemoia rawlinsoni"	"Claireascincus rawlinsoni"	"XX/XY"	"identified"					"[146]"																"Tree of Sex database"		"[383]"
"hsdA1.662"	"Reptilia"	"Squamata"	"Scincidae"	"Pseudemoia"	"Pseudemoia spenceri"		"XX/XY"	"identified"					"[146]"																"Tree of Sex database"		"[383]"
"hsdA1.663"	"Reptilia"	"Squamata"	"Scincidae"	"Saproscincus"	"Saproscincus czechurai"	"Lampropholis czechurai"	"XX/XY"	"identified"					"[65]"																"Tree of Sex database"		"[383]"
"hsdA1.664"	"Reptilia"	"Squamata"	"Scincidae"	"Scincella"	"Scincella lateralis"		"XX/XY"	"identified"					"[265]"																"Tree of Sex database"		"[383]"
"hsdA1.665"	"Reptilia"	"Squamata"	"Scincidae"	"Scincopus"	"Scincopus fasciatus"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.666"	"Reptilia"	"Squamata"	"Scincidae"	"Scincus"	"Scincus scincus"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.667"	"Reptilia"	"Squamata"	"Scincidae"	"Sphenomorphus"	"Sphenomorphus indicus"									"FM"	"F-M"	"female"	"24"		"male"	"28"		"only 2 temperatures tested"	"[157]"							"VB, Tree of Sex database"	"[383]"
"hsdA1.668"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua"	"Tiliqua nigrolutea"		"XX/XY"					"based on relative gene dosage"	"[183]"																"Tree of Sex database"		"[383]"
"hsdA1.669"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua"	"Tiliqua rugosa"		"XX/XY"						"[53]"																"VB"		"[383]"
"hsdA1.670"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua"	"Tiliqua scincoides"		"XX/XY"					"based on relative gene dosage"	"[181]"																"Tree of Sex database"		"[383]"
"hsdA1.671"	"Reptilia"	"Squamata"	"Scincidae"	"Trachylepis"	"Trachylepis brevicollis"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.672"	"Reptilia"	"Squamata"	"Scincidae"	"Tribolonotus"	"Tribolonotus gracilis"		"XX/XY"					"based on relative gene dosage"	"[183]"																"EN"		"[383]"
"hsdA1.673"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Aristelliger"	"Aristelliger barbouri"		"ZW/ZZ"						"[11], [167]"																"EN"		"[383]"
"hsdA1.674"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Aristelliger"	"Aristelliger expectatus"		"ZW/ZZ"						"[89]"																"VB"		"[383]"
"hsdA1.675"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Aristelliger"	"Aristelliger lar"		"ZW/ZZ"						"[11], [167]"																"EN"		"[383]"
"hsdA1.676"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Aristelliger"	"Aristelliger praesignis"		"ZW/ZZ"						"[11], [167]"																"EN"		"[383]"
"hsdA1.677"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes ceciliae"		"XX/XY"	"identified"					"[225]"																"Tree of Sex database"		"[383]"
"hsdA1.678"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes humeralis"		"XX/XY"						"[90]"																"VB"		"[383]"
"hsdA1.681"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Sphaerodactylus"	"Sphaerodactylus inigoi"		"XX/XY"					"Two linkage groups are sex related, possibly as a result of chromosome fusion (or maybe complex XY system?)"	"[284]"																"EN"		"[383]"
"hsdA1.682"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Sphaerodactylus"	"Sphaerodactylus klauberi"		"XX/XY"						"[284]"																"EN"		"[383]"
"hsdA1.679"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Sphaerodactylus"	"Sphaerodactylus macrolepis"		"XX/XY"						"[89]"																"VB"		"[383]"
"hsdA1.680"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Sphaerodactylus"	"Sphaerodactylus nicholsi"		"XX/XY"						"[89], [284]"																"VB, EN"		"[383]"
"hsdA1.683"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Sphaerodactylus"	"Sphaerodactylus notatus"		"XX/XY"					"Uses different chromosomes as sex chromosomes compared to S. Townsendi, nicholsi and klauberi."	"[284]"																"EN"		"[383]"
"hsdA1.684"	"Reptilia"	"Squamata"	"Sphaerodactylidae"	"Sphaerodactylus"	"Sphaerodactylus townsendi"		"XX/XY"						"[284]"																"EN"		"[383]"
"hsdA1.685"	"Reptilia"	"Squamata"	"Teiidae"	"Aspidoscelis"	"Aspidoscelis inornatus"	"Aspidoscelis inornata; Cnemidophorus inornatus"	"XX/XY"	"identified"					"[391]"																"Tree of Sex database"		"[383]"
"hsdA1.686"	"Reptilia"	"Squamata"	"Teiidae"	"Aspidoscelis"	"Aspidoscelis tigris"	"Cnemidophorus tigris"	"XX/XY"	"identified"					"[104]"																"Tree of Sex database"		"[383]"
"hsdA1.687"	"Reptilia"	"Squamata"	"Teiidae"	"Aspidoscelis"	"Aspidoscelis uniparens"	"Cnemidophorus uniparens"	"XX/XY"	"identified"					"[391]"																"Tree of Sex database"		"[383]"
"hsdA1.688"	"Reptilia"	"Squamata"	"Teiidae"	"Glaucomastix"	"Glaucomastix littoralis"	"Cnemidophorus littoralis"	"XX/XY"	"identified"	"yes"	"X"			"[274]"																"EN"		"[383]"
"hsdA1.689"	"Reptilia"	"Squamata"	"Tropiduridae"	"Eurolophosaurus"	"Eurolophosaurus amathites"	"Tropidurus amathites"	"XX/XY"	"identified"					"[160]"																"Tree of Sex database"		"[383]"
"hsdA1.690"	"Reptilia"	"Squamata"	"Tropiduridae"	"Eurolophosaurus"	"Eurolophosaurus nanuzae"	"Tropidurus nanuzae"	"XX/XY"	"identified"					"[160]"																"Tree of Sex database"		"[383]"
"hsdA1.691"	"Reptilia"	"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus hispidus"		"XX/XY"	"identified"					"[160], [304]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.692"	"Reptilia"	"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus psammonastes"		"XX/XY"	"identified"					"[296]"																"Tree of Sex database"		"[383]"
"hsdA1.693"	"Reptilia"	"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus torquatus"		"complex XX/XY"	"identified"				"X1X2Y"	"[61]"	"MFM ?"	"E-F-E"	"even"	"28.7"	"female"	"even"	"32.5"		"sex-dependent mortality cannot be excluded"	"[62]"						"Tree of Sex database"	"VB"	"[383]"
"hsdA1.694"	"Reptilia"	"Squamata"	"Tropiduridae"	"Uranoscodon"	"Uranoscodon superciliosus"		"XX/XY"					"based on relative gene dosage"	"[304]"																"EN"		"[383]"
"hsdA1.695"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus acanthurus"		"ZW/ZZ"	"identified"	"yes"	"W"	"W is slightly larger"	"Large microchromosomes."	"[147], [223], [265], [306]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.696"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus albigularis"		"ZW/ZZ"	"identified"	"yes"	"W"		"Large microchromosomes."	"[173]"													"triploids may occur"	"[147]"		"Tree of Sex database"		"[383]"
"hsdA1.697"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus beccarii"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.698"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus cumingi"		"ZW/ZZ"	"identified"					"[286]"																"EN"		"[383]"
"hsdA1.699"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus exanthematicus"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[173], [306]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.700"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus gilleni"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.701"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus glauerti"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[147], [306]"																"EN"		"[383]"
"hsdA1.702"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus gouldii"		"ZW/ZZ"	"identified"					"[223]"																"EN"		"[383]"
"hsdA1.703"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus indicus"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.704"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus jobiensis"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.705"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus komodoensis"		"ZW/ZZ"	"identified"				"microchromosomes with a heterochromatic W"	"[159], [306]"																"VB"		"[383]"
"hsdA1.706"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus kordensis"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[286], [306]"																"EN"		"[383]"
"hsdA1.707"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus melinus"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.708"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus mertensi"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[147], [306]"																"EN"		"[383]"
"hsdA1.709"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus niloticus"		"ZW/ZZ"	"identified"	"yes"	"W"		"Large microchromosomes."	"[173]"																"Tree of Sex database"		"[383]"
"hsdA1.710"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus olivaceus"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[286], [306]"																"EN"		"[383]"
"hsdA1.711"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus panoptes"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.712"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus pilbarensis"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.713"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus prasinus"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[147], [306]"																"EN"		"[383]"
"hsdA1.714"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus primordius"		"ZW/ZZ"	"identified"					"[286]"																"EN"		"[383]"
"hsdA1.715"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus reisingeri"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.716"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus rosenbergi"		"ZW/ZZ"	"identified"	"yes"	"W"	"W is slightly larger?"	"Large microchromosomes."	"[223]"																"EN"		"[383]"
"hsdA1.717"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus salvadorii"		"ZW/ZZ"	"identified"				"based on relative gene dosage"	"[286], [306]"																"EN"		"[383]"
"hsdA1.718"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus salvator"		"ZW/ZZ"	"identified"				"Previously thought as TSD, but female heterogametic based on relative gene dosage; subspecies macromaculatus and kmaini are both ZW/ZZ"	"[147], [306]"	"TSD uncertain"	"TSD uncertain"							"sample sizes small, sexing uncertain"	"[134]"						"EN"	"VB, Tree of Sex database"	"[383]"
"hsdA1.719"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus tristis"		"ZW/ZZ"					"based on relative gene dosage"	"[306]"																"EN"		"[383]"
"hsdA1.720"	"Reptilia"	"Squamata"	"Varanidae"	"Varanus"	"Varanus varius"		"ZW/ZZ"	"identified"	"yes"	"W"	"W is twice as large as Z."	"Large microchromosomes."	"[173], [306]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.721"	"Reptilia"	"Squamata"	"Viperidae"	"Agkistrodon"	"Agkistrodon contortrix"		"ZW/ZZ"	"identified"					"[14]"																"Tree of Sex database"		"[383]"
"hsdA1.722"	"Reptilia"	"Squamata"	"Viperidae"	"Atropoides"	"Atropoides picadoi"	"Bothrops picadoi"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.723"	"Reptilia"	"Squamata"	"Viperidae"	"Bothriechis"	"Bothriechis lateralis"	"Bothrops lateralis"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.724"	"Reptilia"	"Squamata"	"Viperidae"	"Bothriechis"	"Bothriechis nigroviridis"	"Bothrops nigroviridis"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.725"	"Reptilia"	"Squamata"	"Viperidae"	"Bothriechis"	"Bothriechis schlegelii"	"Bothrops schlegelii"	"ZW/ZZ"	"identified"	"yes"	"Z"			"[59], [421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.726"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops alternatus"		"ZW/ZZ"	"identified"					"[18]"																"Tree of Sex database"		"[383]"
"hsdA1.727"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops asper"		"ZW/ZZ"	"identified"	"yes"	"Z"			"[421]"																"EN, Tree of Sex database"		"[383]"
"hsdA1.728"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops insularis"		"ZW/ZZ"	"identified"					"[21]"																"Tree of Sex database"		"[383]"
"hsdA1.729"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops jararaca"		"ZW/ZZ"	"identified"					"[22]"																"Tree of Sex database"		"[383]"
"hsdA1.730"	"Reptilia"	"Squamata"	"Viperidae"	"Bothrops"	"Bothrops jararacussu"		"ZW/ZZ"	"identified"					"[21]"																"Tree of Sex database"		"[383]"
